probeID	CHROMOSOME	START_POS	END_POS	2-AD
S-tag285853	9	103921194	103921214	0.1522225
S-tag202665	9	105434986	105435006	0.2819693
S-tag067477	9	106941903	106941923	-0.06899481
S-tag241037	9	108398678	108398698	-0.2038661
S-tag122714	9	109778256	109778276	0.4470877
S-tag018821	9	111303520	111303540	0.3121459
S-tag207349	9	112775738	112775758	-0.0527516
S-tag226236	9	114216674	114216694	-0.0693323
S-tag143436	9	115709698	115709718	0.1667198
S-tag121903	9	117246424	117246444	0.3576109
S-tag183559	9	118659298	118659318	-0.08778568
S-tag113257	9	120169552	120169572	0.004400076
S-tag037767	9	121479733	121479753	0.3735097
S-tag114837	9	122552939	122552959	-0.1908156
S-tag209845	9	123921467	123921487	0.04334352
S-tag066233	9	125378521	125378541	0.2074438
S-tag087218	9	126881448	126881468	0.1822335
S-tag288713	9	128229389	128229409	0.2075701
S-tag117981	9	128474451	128474471	-0.02646093
S-tag119746	9	129997763	129997783	0.4680927
S-tag270127	9	131380225	131380245	0.281269
S-tag073976	9	132688843	132688863	0.1195851
S-tag138587	9	133671378	133671398	-0.732761
S-tag022403	9	134511768	134511788	0.02745664
S-tag309167	9	135788272	135788292	-0.5876169
S-tag204014	9	136965553	136965573	0.2050573
S-tag116477	9	138744527	138744547	0.1020381
S-tag189844	9	140038399	140038419	0.05876852
S-tag083118	9	140879980	140880000	0.2953855
S-tag178857	10	595504	595524	-0.432807
S-tag282215	10	1775708	1775728	0.3229902
S-tag303998	10	3269317	3269337	0.1965814
S-tag115395	10	4566950	4566970	-0.318849
S-tag194251	10	6067688	6067708	0.2311917
S-tag132647	10	7495156	7495176	0.3924648
S-tag073677	10	8794106	8794126	0.6706653
S-tag095169	10	10312422	10312442	0.008487727
S-tag216857	10	11813840	11813860	0.3071793
S-tag239082	10	13255513	13255533	-0.06941578
S-tag125486	10	14735073	14735093	0.1704251
S-tag205082	10	16230372	16230392	0.6018931
S-tag176372	10	17199778	17199798	0.07879581
S-tag185289	10	18867838	18867858	0.2106811
S-tag180386	10	20373886	20373906	-0.1642324
S-tag184750	10	21796853	21796873	0.3180752
S-tag264130	10	22870268	22870288	0.08663078
S-tag316260	10	23645514	23645534	0.1723997
S-tag321831	10	25161334	25161354	0.236948
S-tag007851	10	26663284	26663304	-0.0008351116
S-tag139064	10	27903592	27903612	0.2457482
S-tag132591	10	29366521	29366541	0.07367966
S-tag309308	10	30717282	30717302	-0.1290005
S-tag153951	10	31872826	31872846	0.0200299
S-tag007464	10	33385002	33385022	0.2706658
S-tag097828	10	34892550	34892570	0.1411285
S-tag209903	10	36421016	36421036	-0.02762865
S-tag063337	10	37880234	37880254	-0.1792325
S-tag258192	10	43136889	43136909	0.4875275
S-tag184909	10	44202643	44202663	0.1881928
S-tag003828	10	45697020	45697040	0.4735711
S-tag239153	10	48376689	48376709	-0.1355483
S-tag006258	10	50186317	50186337	0.2783423
S-tag213875	10	51552274	51552294	-0.5095717
S-tag218843	10	52949162	52949182	0.2520402
S-tag111976	10	54333575	54333595	0.03368491
S-tag016226	10	55880360	55880380	-0.1477635
S-tag103682	10	57279153	57279173	0.02121836
S-tag032402	10	58702033	58702053	-0.3107403
S-tag183109	10	60189483	60189503	-0.4683605
S-tag271685	10	61603218	61603238	-0.0946008
S-tag144590	10	62772340	62772360	-0.035904
S-tag227924	10	64233999	64234019	-0.004823943
S-tag068630	10	65674955	65674975	-0.01605378
S-tag056129	10	66955317	66955337	0.02863512
S-tag025910	10	68389448	68389468	-0.3207087
S-tag096045	10	69686274	69686294	-0.4332824
S-tag158663	10	70827281	70827301	0.3239067
S-tag040687	10	72318190	72318210	-0.0281909
S-tag226952	10	73581076	73581096	0.3986696
S-tag072429	10	75089377	75089397	0.122751
S-tag024449	10	76551502	76551522	-0.1116055
S-tag227055	10	77589834	77589854	0.2237341
S-tag149703	10	79023182	79023202	0.2003172
S-tag280524	10	80463380	80463400	0.2722381
S-tag116430	10	82090827	82090847	0.1676166
S-tag039890	10	83411591	83411611	0.03578313
S-tag270491	10	84053191	84053211	-0.05870005
S-tag149880	10	84552877	84552897	-0.2118809
S-tag041265	10	85632532	85632552	0.1343876
S-tag214016	10	87071981	87072001	0.1194715
S-tag186097	10	88515072	88515092	-0.3720854
S-tag211842	10	89318619	89318639	0.112634
S-tag212995	10	89655342	89655362	-0.1008985
S-tag207856	10	89998283	89998303	-0.343246
S-tag117395	10	91200216	91200236	-0.1614111
S-tag240570	10	92691072	92691092	-0.06796566
S-tag122665	10	94190580	94190600	-0.1108901
S-tag251056	10	95700908	95700928	0.2263445
S-tag262294	10	97192452	97192472	0.08059265
S-tag278147	10	98703217	98703237	-0.3441117
S-tag136687	10	100217879	100217899	-0.314581
S-tag041096	10	101675884	101675904	-0.3264551
S-tag101868	10	102985407	102985427	0.1263833
S-tag148248	10	104259417	104259437	-0.1029055
S-tag140692	10	105007926	105007946	0.5331186
S-tag265421	10	106511765	106511785	0.07954656
S-tag031441	10	107978172	107978192	0.2446847
S-tag037735	10	109431843	109431863	0.02133527
S-tag169408	10	110937872	110937892	0.2570123
S-tag163061	10	112446196	112446216	-0.003529371
S-tag240574	10	113720926	113720946	-0.01725317
S-tag312729	10	115193298	115193318	-0.196921
S-tag082488	10	116687214	116687234	-0.1409413
S-tag066589	10	118185623	118185643	0.1306953
S-tag046688	10	119683568	119683588	0.3161823
S-tag118577	10	121190113	121190133	0.6460964
S-tag168752	10	122689964	122689984	0.1192999
S-tag024603	10	123504920	123504940	0.09011591
S-tag174108	10	124824340	124824360	0.2811137
S-tag255562	10	126411015	126411035	-0.07457188
S-tag159249	10	127386839	127386859	-0.2282341
S-tag197457	10	129025576	129025596	0.7626732
S-tag302421	10	130518417	130518437	0.08150023
S-tag038328	10	131915104	131915124	0.2601767
S-tag006830	10	133466045	133466065	0.00542191
S-tag221662	10	135152208	135152228	-0.3767756
S-tag198676	11	847681	847701	-0.4430365
S-tag027097	11	2390777	2390797	-0.5108959
S-tag295735	11	3639339	3639359	0.03594194
S-tag115207	11	4917089	4917109	-0.1477833
S-tag183366	11	6492947	6492967	-0.1964205
S-tag305834	11	7464372	7464392	0.2685476
S-tag052343	11	8534267	8534287	0.1570133
S-tag212427	11	9865856	9865876	0.03146408
S-tag150812	11	11361034	11361054	0.0292233
S-tag291319	11	12871127	12871147	-1.049501
S-tag205658	11	14342761	14342781	-0.2116709
S-tag103577	11	15755356	15755376	-0.07906879
S-tag319104	11	17244779	17244799	-0.07029895
S-tag209178	11	18509993	18510013	-0.1115616
S-tag078657	11	19667163	19667183	-0.2053143
S-tag133706	11	21149632	21149652	0.0547465
S-tag072201	11	22608583	22608603	-0.4525944
S-tag146295	11	23937587	23937607	0.1034776
S-tag063229	11	25456008	25456028	-0.116564
S-tag219067	11	26953208	26953228	0.2690202
S-tag095058	11	28422496	28422516	0.2522322
S-tag147539	11	29926633	29926653	0.03000929
S-tag085210	11	31420724	31420744	0.02586612
S-tag116677	11	32472281	32472301	0.3296218
S-tag232691	11	33875062	33875082	-0.492988
S-tag108713	11	35265444	35265464	0.1328712
S-tag019914	11	36764067	36764087	0.001759539
S-tag297120	11	38270959	38270979	-0.5994644
S-tag327280	11	39769581	39769601	-4.935036
S-tag191098	11	41258331	41258351	-0.2626874
S-tag316321	11	42766485	42766505	0.04543037
S-tag048786	11	44158438	44158458	0.01034431
S-tag078104	11	45260016	45260036	0.2816782
S-tag193071	11	46784697	46784717	-0.06739809
S-tag055319	11	48117873	48117893	-0.09570231
S-tag040414	11	49795498	49795518	-0.112886
S-tag028867	11	55052934	55052954	-0.05894963
S-tag249012	11	56587975	56587995	0.04014819
S-tag005858	11	57967467	57967487	0.09338652
S-tag192430	11	59460699	59460719	-0.03863789
S-tag300986	11	60965461	60965481	-0.2034831
S-tag303868	11	62296535	62296555	0.02910917
S-tag202180	11	63709524	63709544	0.2107788
S-tag304433	11	64590217	64590237	-0.1813548
S-tag215188	11	65808467	65808487	0.1391276
S-tag121059	11	67268048	67268068	-0.04993219
S-tag123535	11	68457943	68457963	0.2758174
S-tag117936	11	69442190	69442210	-0.202064
S-tag068364	11	69564767	69564787	0.3765239
S-tag285567	11	70864103	70864123	-0.07301123
S-tag039012	11	72352153	72352173	-0.1329157
S-tag301500	11	73882260	73882280	0.1785652
S-tag129580	11	75408217	75408237	0.07267006
S-tag236351	11	76273148	76273168	-0.09418651
S-tag136359	11	77240152	77240172	0.2011198
S-tag085923	11	78441822	78441842	-0.1063016
S-tag315448	11	79950756	79950776	-0.01947986
S-tag195322	11	81453571	81453591	0.08644231
S-tag004574	11	82951523	82951543	-0.1030127
S-tag006163	11	84454391	84454411	0.1286348
S-tag183031	11	85754814	85754834	-0.0009178623
S-tag278009	11	87197069	87197089	0.1099642
S-tag073101	11	88747515	88747535	0.2571135
S-tag293279	11	89473402	89473422	0.1844972
S-tag075410	11	91274842	91274862	-0.2297312
S-tag111677	11	92783339	92783359	0.2219147
S-tag065770	11	94287580	94287600	0.3317724
S-tag138313	11	95632156	95632176	-0.05123501
S-tag120557	11	96530700	96530720	0.03182662
S-tag081229	11	98080056	98080076	0.08994862
S-tag167538	11	99580861	99580881	-0.1057386
S-tag197626	11	100907998	100908018	-0.07680805
S-tag003685	11	101921933	101921953	0.02515214
S-tag289709	11	103216252	103216272	0.02709495
S-tag040770	11	104719939	104719959	-0.1206562
S-tag159687	11	106233094	106233114	0.4433156
S-tag121278	11	107731779	107731799	0.1114121
S-tag241618	11	108409442	108409462	-0.2063042
S-tag151294	11	109321550	109321570	0.1315462
S-tag155178	11	110826070	110826090	-0.179477
S-tag116135	11	111989592	111989612	-0.4842182
S-tag279938	11	113451765	113451785	0.0277077
S-tag119888	11	114529588	114529608	-0.3198594
S-tag142967	11	116035804	116035824	-0.08802027
S-tag042828	11	117257876	117257896	0.578576
S-tag205387	11	118373861	118373881	0.01847312
S-tag036012	11	119109587	119109607	0.06407867
S-tag168354	11	120218243	120218263	-0.1102479
S-tag160994	11	121356885	121356905	0.2203184
S-tag234970	11	122546751	122546771	0.2170907
S-tag054847	11	124043605	124043625	-0.09207494
S-tag175092	11	125473721	125473741	-0.09887265
S-tag144874	11	126541174	126541194	-0.263542
S-tag144485	11	128041582	128041602	0.04367559
S-tag231313	11	128636149	128636169	-0.121426
S-tag227329	11	129372760	129372780	-0.0182419
S-tag091451	11	130876350	130876370	0.09416461
S-tag105930	11	132389627	132389647	0.05988397
S-tag281560	11	133897382	133897402	0.223314
S-tag098490	12	464254	464274	-0.1095786
S-tag245021	12	1003837	1003857	-0.02155161
S-tag077535	12	1476907	1476927	-0.109968
S-tag237303	12	2737295	2737315	-0.3064384
S-tag061749	12	3884470	3884490	0.2444809
S-tag035167	12	5131947	5131967	0.255491
S-tag116102	12	6470260	6470280	-0.1468839
S-tag304189	12	7565216	7565236	0.553897
S-tag182961	12	9142297	9142317	-0.06092614
S-tag198246	12	10692920	10692940	-0.4507497
S-tag024991	12	11852495	11852515	-0.1633919
S-tag243665	12	12225207	12225227	0.7107707
S-tag301176	12	13464674	13464694	0.0606263
S-tag150807	12	14881229	14881249	0.4254854
S-tag279642	12	16197432	16197452	0.1075455
S-tag289421	12	17660418	17660438	0.2406994
S-tag228514	12	18637162	18637182	-0.3059604
S-tag228710	12	19826892	19826912	0.1613023
S-tag209791	12	21027327	21027347	0.08399127
S-tag044501	12	22309067	22309087	-0.1145414
S-tag186958	12	23719041	23719061	0.08659297
S-tag249341	12	25055512	25055532	0.07656208
S-tag065605	12	26034653	26034673	-0.02662713
S-tag202337	12	27380780	27380800	0.591085
S-tag014608	12	28847964	28847984	0.3982894
S-tag225527	12	30270589	30270609	0.4125389
S-tag060090	12	31680250	31680270	-0.286055
S-tag097518	12	33089955	33089975	0.1228233
S-tag209446	12	34574457	34574477	-0.1348108
S-tag271221	12	39177237	39177257	-0.8248462
S-tag067299	12	40429582	40429602	0.1837757
S-tag246435	12	41885680	41885700	0.44072
S-tag143546	12	43394267	43394287	0.05579019
S-tag100834	12	44863561	44863581	-0.2624073
S-tag130377	12	46353279	46353299	0.08014964
S-tag188485	12	47901554	47901574	-0.13633
S-tag212642	12	48816981	48817001	-0.03603077
S-tag075791	12	50116773	50116793	0.134255
S-tag301939	12	51319346	51319366	-0.02456575
S-tag275121	12	52671254	52671274	0.3355444
S-tag243467	12	53353508	53353528	-0.1989067
S-tag309105	12	54316307	54316327	0.5802951
S-tag290749	12	55568649	55568669	0.1407224
S-tag140554	12	56508821	56508841	0.1918083
S-tag019855	12	57644767	57644787	0.4896792
S-tag075615	12	58079481	58079501	0.3300824
S-tag259644	12	58160141	58160161	-0.0005312586
S-tag200997	12	59141399	59141419	0.3887103
S-tag176089	12	60580972	60580992	0.0573223
S-tag079499	12	62043922	62043942	0.1585994
S-tag314781	12	63433836	63433856	0.1980617
S-tag111016	12	64768183	64768203	0.08719809
S-tag168008	12	66216512	66216532	-0.1439541
S-tag002646	12	67064221	67064241	-0.1160839
S-tag267916	12	68562443	68562463	-0.1213377
S-tag268198	12	69224892	69224912	-0.1992719
S-tag240633	12	69954462	69954482	-0.1629869
S-tag195072	12	70950937	70950957	-0.08560831
S-tag133406	12	72490294	72490314	0.6470331
S-tag150736	12	73920607	73920627	0.297838
S-tag002001	12	75340738	75340758	0.2764741
S-tag226385	12	76617909	76617929	-0.09471366
S-tag247195	12	78060856	78060876	-0.174926
S-tag228524	12	78640226	78640246	-0.4104779
S-tag284385	12	80150730	80150750	-0.0978052
S-tag236626	12	81501627	81501647	-1.08117
S-tag060900	12	82967011	82967031	0.2855355
S-tag022196	12	84306097	84306117	-0.5821774
S-tag010294	12	85629241	85629261	0.05449973
S-tag151474	12	87098473	87098493	0.2662903
S-tag289044	12	88558554	88558574	-0.2189204
S-tag037600	12	89962420	89962440	0.01651147
S-tag029653	12	91364607	91364627	-0.0618989
S-tag027302	12	92647005	92647025	-0.2674206
S-tag221750	12	94099489	94099509	0.1274386
S-tag076041	12	95420527	95420547	0.02743576
S-tag018575	12	96856310	96856330	0.4925525
S-tag280288	12	98253996	98254016	-0.2488432
S-tag077690	12	99491484	99491504	0.5070409
S-tag269958	12	100922718	100922738	-0.00939324
S-tag051696	12	102357893	102357913	-0.4086752
S-tag130517	12	103267770	103267790	0.1222227
S-tag124932	12	104771399	104771419	0.09757017
S-tag286973	12	106131199	106131219	-0.5238356
S-tag211936	12	107431346	107431366	0.2483791
S-tag266692	12	108618630	108618650	0.4005761
S-tag092856	12	110152829	110152849	-0.5338731
S-tag318661	12	111548719	111548739	-0.2087207
S-tag245080	12	112824473	112824493	0.09896332
S-tag082732	12	113785144	113785164	0.1916877
S-tag270880	12	115272875	115272895	-0.001469705
S-tag105857	12	116603726	116603746	0.4303734
S-tag065700	12	117912586	117912606	-0.5509092
S-tag262368	12	119317958	119317978	-0.1977265
S-tag103371	12	120448822	120448842	-0.1917329
S-tag131496	12	121593019	121593039	-0.1453108
S-tag233418	12	122715535	122715555	0.16833
S-tag075631	12	124031210	124031230	0.08303088
S-tag182748	12	125434580	125434600	0.1416502
S-tag207326	12	126826721	126826741	0.4168849
S-tag251527	12	128286195	128286215	-0.3280449
S-tag004218	12	129725196	129725216	0.2154736
S-tag161408	12	132050690	132050710	0.1901333
S-tag129941	12	133462182	133462202	0.5565994
S-tag094086	13	20223976	20223996	0.100893
S-tag189427	13	21453738	21453758	-0.05615856
S-tag143297	13	22964130	22964150	0.1682974
S-tag294278	13	24453956	24453976	-0.2039449
S-tag217876	13	25887811	25887831	-0.2194493
S-tag281300	13	27394850	27394870	-0.24762
S-tag082367	13	28594802	28594822	0.1019351
S-tag183986	13	28993669	28993689	0.02520505
S-tag273113	13	30036352	30036372	0.0296357
S-tag099809	13	31355335	31355355	-0.2753833
S-tag201059	13	32852184	32852204	-0.2318387
S-tag152133	13	32978531	32978551	-0.2783929
S-tag009015	13	34382060	34382080	0.4301612
S-tag167952	13	35877453	35877473	0.1492525
S-tag182179	13	37361337	37361357	0.6391594
S-tag072974	13	38318021	38318041	0.2193874
S-tag076245	13	39820072	39820092	-0.01372129
S-tag179767	13	40747001	40747021	0.1842334
S-tag015590	13	41579938	41579958	-0.0319784
S-tag218464	13	43070894	43070914	-0.0604516
S-tag046404	13	44568888	44568908	-0.016954
S-tag142960	13	46061156	46061176	-0.2943952
S-tag259655	13	46970171	46970191	-0.587711
S-tag286401	13	48295227	48295247	0.5741751
S-tag244826	13	48923305	48923325	0.2419172
S-tag320793	13	49023282	49023302	0.01317281
S-tag259695	13	49932011	49932031	-0.1016629
S-tag246734	13	51491962	51491982	-0.2727063
S-tag060089	13	53035925	53035945	0.009953678
S-tag285776	13	54558370	54558390	-0.2777427
S-tag023354	13	56052217	56052237	-0.3745122
S-tag249199	13	57565720	57565740	0.04348531
S-tag153015	13	58996441	58996461	-0.2822936
S-tag116000	13	60527495	60527515	0.06213927
S-tag168915	13	61976831	61976851	-0.08465212
S-tag311369	13	63443893	63443913	-0.009927825
S-tag302564	13	64901015	64901035	-0.03685433
S-tag190452	13	66391319	66391339	0.1256094
S-tag002527	13	67829850	67829870	0.1724804
S-tag194963	13	69352195	69352215	0.05103797
S-tag119996	13	70773605	70773625	0.06013013
S-tag021338	13	72306245	72306265	0.2024173
S-tag292879	13	73675622	73675642	0.01380817
S-tag007023	13	75162901	75162921	-0.07851211
S-tag055942	13	76597387	76597407	-0.1382464
S-tag201768	13	78111804	78111824	0.1101319
S-tag106048	13	79597449	79597469	-0.03772461
S-tag068369	13	81125860	81125880	-0.07708708
S-tag192028	13	82663443	82663463	-0.04379536
S-tag301402	13	84183356	84183376	0.07074601
S-tag034542	13	85739065	85739085	-0.110213
S-tag168557	13	87242857	87242877	-0.2686523
S-tag294138	13	88263317	88263337	-0.1255114
S-tag264865	13	89338043	89338063	-0.001138387
S-tag264972	13	90443608	90443628	-0.3689521
S-tag095145	13	91559361	91559381	0.37271
S-tag246002	13	92584162	92584182	0.04077642
S-tag214920	13	93618922	93618942	-0.2591226
S-tag251090	13	94646936	94646956	-0.04667804
S-tag284864	13	95700995	95701015	0.5830052
S-tag288876	13	96721088	96721108	0.2431313
S-tag019891	13	97770437	97770457	0.5107419
S-tag047564	13	98835947	98835967	-0.1480031
S-tag218911	13	99886762	99886782	-0.2805339
S-tag099728	13	100989129	100989149	-0.1117394
S-tag003166	13	101990543	101990563	-0.4889006
S-tag056789	13	102984457	102984477	0.3586628
S-tag246299	13	103833969	103833989	-0.5392437
S-tag105250	13	104825222	104825242	-0.2311558
S-tag293594	13	105813691	105813711	-0.2251081
S-tag008188	13	106797716	106797736	0.05788579
S-tag309801	13	107773548	107773568	-0.2234469
S-tag273398	13	108797379	108797399	-0.08699184
S-tag105802	13	109819961	109819981	0.2447772
S-tag290109	13	110492672	110492692	-0.09260271
S-tag222081	13	111188728	111188748	0.3259799
S-tag240183	13	111904199	111904219	-0.2758443
S-tag150229	13	112912706	112912726	-0.04139378
S-tag194989	13	114054143	114054163	0.0698298
S-tag215189	14	20787961	20787981	-1.085897
S-tag026546	14	22116895	22116915	-0.1436287
S-tag238659	14	22553660	22553680	-0.07572877
S-tag029411	14	23160194	23160214	-0.4898804
S-tag259861	14	24704471	24704491	-0.3995147
S-tag246423	14	26201591	26201611	-0.209597
S-tag182244	14	27725042	27725062	-0.2469811
S-tag207047	14	29228901	29228921	-0.4907186
S-tag225092	14	30728683	30728703	-0.5466263
S-tag011817	14	32227212	32227232	-1.085264
S-tag118822	14	33097847	33097867	-0.5938916
S-tag178458	14	34177627	34177647	-0.6904242
S-tag246333	14	35683426	35683446	0.03003298
S-tag198235	14	36952371	36952391	-0.2662457
S-tag076306	14	38047789	38047809	-0.8071181
S-tag266910	14	39785583	39785603	-0.007395641
S-tag078436	14	41411902	41411922	0.03035077
S-tag214274	14	42910782	42910802	-0.5481134
S-tag054358	14	44407627	44407647	-0.4757746
S-tag010286	14	45875915	45875935	-0.482155
S-tag086967	14	47392939	47392959	-0.8134559
S-tag155176	14	48891210	48891230	-0.3257771
S-tag309383	14	50384662	50384682	-0.04200004
S-tag153753	14	51635272	51635292	-0.2724393
S-tag309033	14	53125075	53125095	0.1655677
S-tag235642	14	54410919	54410939	-0.3187069
S-tag027171	14	55643908	55643928	-0.6579596
S-tag265265	14	56900238	56900258	-0.3033941
S-tag045002	14	58411971	58411991	-0.05965314
S-tag235994	14	59902237	59902257	-0.06041586
S-tag172138	14	61416462	61416482	-0.07828145
S-tag100946	14	62408020	62408040	-0.4906445
S-tag180785	14	63884984	63885004	-0.3108606
S-tag222342	14	64884076	64884096	-0.2931182
S-tag113637	14	65884212	65884232	-0.8381887
S-tag195704	14	67107438	67107458	-0.7718843
S-tag193018	14	67608948	67608968	-0.9847188
S-tag014398	14	68333972	68333992	-0.4160997
S-tag188721	14	68921848	68921868	-1.086245
S-tag161715	14	70058292	70058312	-0.3996596
S-tag284839	14	71589209	71589229	-0.1459836
S-tag137566	14	73101727	73101747	-0.7869857
S-tag206541	14	74614937	74614957	-0.1971866
S-tag202853	14	75912137	75912157	-0.6924634
S-tag036318	14	77426077	77426097	-0.08055631
S-tag063319	14	78904267	78904287	-0.6606654
S-tag112444	14	80408653	80408673	-0.511404
S-tag160269	14	81580301	81580321	-0.6361741
S-tag170172	14	83074684	83074704	-0.3564586
S-tag293318	14	84579069	84579089	0.3961942
S-tag169461	14	86077010	86077030	-0.6219128
S-tag303620	14	87576127	87576147	-0.2846811
S-tag049095	14	89064887	89064907	-0.4494232
S-tag214273	14	90572484	90572504	-0.1159911
S-tag309307	14	92073188	92073208	-0.1578282
S-tag192619	14	93278663	93278683	-0.4249321
S-tag077947	14	94677873	94677893	-0.4257889
S-tag224941	14	95985950	95985970	-0.5543399
S-tag225386	14	97025529	97025549	-0.789663
S-tag139130	14	98545464	98545484	-0.7180075
S-tag091574	14	99812137	99812157	-0.3877228
S-tag186324	14	101328739	101328759	-0.2210455
S-tag212748	14	102630653	102630673	-0.3941002
S-tag038869	14	104126024	104126044	-0.1198037
S-tag315192	14	105203500	105203520	-0.7252525
S-tag265771	14	106114722	106114742	-0.5800905
S-tag170465	14	106657439	106657459	-0.4602453
S-tag016585	14	107207839	107207859	-0.6212774
S-tag082246	15	24187530	24187550	-0.3309038
S-tag003740	15	25775992	25776012	-0.4014525
S-tag022470	15	27102200	27102220	-0.8474563
S-tag134558	15	29098253	29098273	-1.08823
S-tag068585	15	30367255	30367275	-1.041028
S-tag011311	15	32346067	32346087	-0.8648937
S-tag061600	15	33987505	33987525	-0.7814963
S-tag226837	15	35381487	35381507	-0.6317859
S-tag300108	15	36896276	36896296	-0.4786715
S-tag100880	15	37958717	37958737	-0.582935
S-tag268944	15	39215595	39215615	-0.6316698
S-tag259992	15	40468873	40468893	-0.7640622
S-tag022536	15	41132310	41132330	-0.5165512
S-tag188540	15	42502282	42502302	-0.7289539
S-tag169100	15	44060435	44060455	-0.7187197
S-tag167906	15	45569099	45569119	-0.7666324
S-tag294417	15	46895298	46895318	-0.7172503
S-tag304340	15	48383655	48383675	-0.554475
S-tag104521	15	49912768	49912788	-0.8000824
S-tag242170	15	51405511	51405531	-0.5920958
S-tag029385	15	52163671	52163691	-1.069985
S-tag274831	15	53665247	53665267	-0.2887403
S-tag275751	15	55171522	55171542	-0.7388071
S-tag289309	15	56674256	56674276	-0.4458241
S-tag145486	15	57526756	57526776	-0.9664799
S-tag283152	15	58903083	58903103	-0.4703707
SIG_075AT	15	60390361	60390381	-0.5882084
S-tag158821	15	61879564	61879584	-0.5337882
S-tag318939	15	63379592	63379612	-0.7666644
S-tag201131	15	64406898	64406918	-0.5963448
S-tag059997	15	65915416	65915436	-0.3622743
S-tag222941	15	67023914	67023934	-0.2513373
S-tag114767	15	68217809	68217829	-0.5227946
S-tag158710	15	69725358	69725378	-0.3840165
S-tag053870	15	71226033	71226053	-0.8381829
S-tag217736	15	72496011	72496031	-0.5400326
S-tag068148	15	73702552	73702572	-0.4273483
S-tag326764	15	74783370	74783390	-0.1658829
S-tag065240	15	75857669	75857689	-0.8456555
S-tag076807	15	77340328	77340348	-0.79412
S-tag019021	15	78831753	78831773	-0.6783674
S-tag111710	15	79373677	79373697	-0.4650817
S-tag303849	15	80882160	80882180	-0.1211075
S-tag231073	15	82432715	82432735	-0.5835381
S-tag083913	15	84274591	84274611	-0.63017
S-tag185013	15	85168176	85168196	-0.7983575
S-tag322497	15	86679428	86679448	-1.05495
S-tag112367	15	88173692	88173712	-0.2462648
S-tag243376	15	88897147	88897167	-1.037815
S-tag163068	15	90191355	90191375	-1.502742
S-tag261922	15	91254625	91254645	-0.7920898
S-tag125116	15	92039773	92039793	-0.532909
S-tag321360	15	93543956	93543976	-0.2136588
S-tag024764	15	95048061	95048081	-0.5261879
S-tag084614	15	96543074	96543094	-0.436488
S-tag167453	15	98053084	98053104	-0.6018198
S-tag087653	15	99245384	99245404	-0.3946268
S-tag125644	15	99496248	99496268	-0.7307711
S-tag201665	15	100905413	100905433	-0.5493218
S-tag182940	15	102028468	102028488	-0.3867262
S-tag242844	16	1134818	1134838	0.3828782
S-tag020579	16	2213179	2213199	-0.4949059
S-tag021894	16	2921993	2922013	0.3371902
S-tag120726	16	4104512	4104532	-0.238158
S-tag190555	16	5628300	5628320	0.6623523
S-tag322426	16	6695342	6695362	-0.02153926
S-tag090750	16	7630218	7630238	-0.008952985
S-tag191948	16	8089699	8089719	0.8796285
S-tag210124	16	9645390	9645410	0.1534875
S-tag228507	16	10945354	10945374	-0.06014981
S-tag192269	16	12039582	12039602	0.119557
S-tag112211	16	13382909	13382929	0.3011518
S-tag204811	16	14760527	14760547	0.2003124
S-tag110000	16	16100673	16100693	-0.04304457
S-tag157798	16	17780194	17780214	0.1138965
S-tag312828	16	19444752	19444772	-0.631237
S-tag038398	16	21045369	21045389	0.2150774
S-tag237606	16	22870708	22870728	0.04707774
S-tag029256	16	24197520	24197540	0.4874004
S-tag003700	16	25713789	25713809	-0.1894094
S-tag204659	16	27217239	27217259	0.1304846
S-tag151509	16	28581355	28581375	0.1869555
S-tag275879	16	29968015	29968035	0.07050215
S-tag247760	16	31463216	31463236	-0.3558489
S-tag182481	16	34689962	34689982	-0.4410966
S-tag303721	16	47466807	47466827	0.04886653
S-tag251620	16	48786682	48786702	-0.1277665
S-tag222179	16	50290725	50290745	0.03542041
S-tag327902	16	51609435	51609455	0.6864469
S-tag079479	16	53114256	53114276	-0.2272385
S-tag048341	16	54612478	54612498	0.208701
S-tag318643	16	56126066	56126086	-0.4669295
S-tag044267	16	57436153	57436173	0.125696
S-tag236621	16	58956480	58956500	0.4934806
S-tag258099	16	60455069	60455089	0.04802214
S-tag083623	16	61976545	61976565	0.02633085
S-tag187550	16	63470727	63470747	0.1732796
S-tag271854	16	64975148	64975168	-0.1971915
S-tag202130	16	66092558	66092578	0.1327746
S-tag161738	16	67402588	67402608	0.4997092
S-tag163732	16	68782452	68782472	-0.2059
S-tag204900	16	69745145	69745165	0.1025916
S-tag080530	16	71408287	71408307	0.3694895
S-tag042148	16	72444079	72444099	-0.1810291
S-tag179477	16	73971308	73971328	-0.2395082
S-tag199671	16	75299967	75299987	-0.764776
S-tag206832	16	76768372	76768392	0.05565504
S-tag183606	16	77940068	77940088	-0.2335282
S-tag071635	16	78949241	78949261	-0.05209328
S-tag045259	16	80251471	80251491	0.2947105
S-tag077997	16	81585073	81585093	0.1153479
S-tag021933	16	82800368	82800388	-0.1816038
S-tag206273	16	83451606	83451626	0.3662506
S-tag193696	16	84895651	84895671	0.1671156
S-tag233268	16	86283897	86283917	0.1456037
S-tag322783	16	87786425	87786445	-0.007194227
S-tag282416	16	89001840	89001860	-0.189466
S-tag151495	16	89866043	89866063	0.2894131
S-tag022508	17	861533	861553	-0.692324
