"probeID" "CHROMOSOME" "START_POS" "END_POS" "X1.RV" "X2.AD" "X3.ES" "X4.GM" "X5.LD" "X6.VJ" "X7.DG" "X8.MM" "X9.LA" "X10.CB" "X11.BG" "X12.BC" "X13.VT" "X14.CJ" "X15.GG" "X16.DD" "X17.VV" "X18.JA" "X19.BF" "X20.CJ" "X21.DC"
"112401" "S-tag258252" 8 130128118 130128138 -0.3799496 -0.2029956 0.7169801 0.07950275 0.3235221 -0.8226761 0.172413 0.004293458 0.007952135 -0.02017302 0.7111388 -0.06839863 0.1383857 0.08358336 0.536953 -0.2031086 0.01961818 -0.1141095 0.2052091 0.1559748 0.1975534
"112501" "S-tag036243" 8 131605895 131605915 0.2934883 0.08598115 1.259493 0.1957978 0.1816842 -0.3771345 0.2417269 -0.0499154 0.09537849 0.3271387 1.083134 0.5236145 0.6682268 -0.01650133 0.4061438 0.3590393 0.5773805 0.3130036 -0.05332708 -0.08786331 0.1273761
"112601" "S-tag090275" 8 132552981 132553001 -0.2230597 -0.02180687 0.3786979 0.01421765 -0.07289273 -0.7370328 -0.1607284 -0.2369592 -0.2477732 -0.2595733 0.1972469 -0.2223773 -0.08488408 -0.202109 -0.1107277 0.1237239 0.5693923 -0.2046057 -0.3718503 -0.2465565 -0.1730257
"112701" "S-tag074814" 8 134056899 134056919 0.6315301 0.3173112 1.335674 0.7052576 0.3122194 -0.5458745 0.2639102 0.4682876 0.4136426 0.4249714 0.8999752 0.4165199 0.8285624 0.488796 0.03324494 0.6305125 0.5651225 0.6668293 0.3543854 0.6340596 0.224249
"112801" "S-tag141644" 8 135558301 135558321 1.141563 0.8721895 0.7215444 0.1047799 0.05740307 0.2201515 0.06294381 -0.186838 -0.08978984 0.200694 0.9678996 -0.02916889 0.9882847 0.01807015 1.225576 0.8726292 -0.3289742 1.187119 -0.3383262 0.4401288 -0.02506149
"112901" "S-tag042439" 8 137051387 137051407 0.1106901 0.193917 0.8122288 -0.08675827 0.235491 -0.4886455 0.1443975 0.03783332 -0.04843846 -0.09156732 0.6107406 0.2411603 -0.02303824 0.09293329 0.5008274 0.2285735 0.09090639 -0.08258946 -0.04273994 0.06495091 -0.04258594
"113001" "S-tag327031" 8 138558013 138558033 -0.2728348 -0.1063598 1.026015 0.00593488 -0.3764335 -1.462173 0.008438258 -0.5954218 -0.2985228 -0.1314654 0.2981677 -0.3382108 -0.6258736 -0.4434138 0.1275043 -0.4911387 -0.4603748 -0.5393891 -0.3422047 0.2845709 -0.1568464
"113101" "S-tag230665" 8 140052499 140052519 0.1109651 0.4543755 0.9338077 0.0713068 0.4065537 -0.2220406 0.2299904 0.09864091 0.4712061 0.1458177 1.116685 0.4834699 0.4728354 0.3238773 0.6704411 0.3936787 0.2662946 0.0751023 0.1095651 0.3038737 0.006483341
"113201" "S-tag128211" 8 141564525 141564545 -0.2424658 0.07658646 0.6747234 -0.3817207 -0.02962038 -0.6684489 -0.1745742 -0.7713786 -0.07947871 -0.1644146 0.1917645 -0.2407788 -0.6442143 -0.1919909 0.3961575 -1.111751 -0.5330218 -0.7599313 -0.04566593 0.1462332 0.1147026
"113301" "S-tag065849" 8 142344218 142344238 0.04299532 -0.06916773 1.296379 0.3418122 0.1287039 -0.7779498 0.3536967 0.606752 0.3291318 0.3428528 1.163026 0.1291827 0.575282 0.3413794 -0.2083578 0.1021305 0.2042221 0.471581 0.2280294 0.5405684 0.2360464
"113401" "S-tag108265" 8 143903291 143903311 0.05511359 0.3840132 1.098774 0.0266233 0.2725976 -0.2633772 0.2709734 0.2129124 0.2339267 0.4520102 1.057786 0.3513505 0.4123597 0.5501001 0.4792087 0.437504 -0.1668146 0.5864211 0.4177467 0.2271009 0.6077208
"113501" "S-tag159073" 8 145034894 145034914 -0.09528628 0.1232115 0.728098 0.08454591 0.1647523 -0.3557327 -0.1949077 -0.272407 0.1095249 0.2013914 0.9733301 0.1766995 0.4562411 -0.03880614 0.353157 -0.04655113 0.1296491 0.04224181 -0.07547414 -0.07458321 0.0345479
"113601" "S-tag179231" 9 355793 355813 0.2739284 0.4446297 -0.5341372 0.05793221 -0.1978294 0.4630023 -0.3001002 0.2940233 0.1035435 0.331934 0.4127196 0.2743189 0.1315682 -0.2414809 -0.1436701 0.2373934 0.3504055 0.6923401 -0.03293854 0.5307678 0.2865832
"113701" "S-tag110824" 9 1858042 1858062 0.0647291 0.009702452 -0.347307 -0.09153759 0.1543425 0.1182285 0.1429414 0.02743426 0.1143434 0.06741287 0.1579959 0.01595484 -0.2595588 0.09047585 -0.0299823 0.02482246 0.1162142 -0.3290242 0.137916 -0.05353016 -0.08857565
"113801" "S-tag043263" 9 3360620 3360640 0.4912214 -0.1137596 -0.3906375 0.4008469 -0.05100181 0.1496168 -0.1059217 0.05871472 -0.01836547 0.05272167 -0.07453666 0.117891 0.3724085 -0.1480154 -0.4488809 0.1387802 1.196873 0.173077 0.1783168 0.9120155 -0.1325138
"113901" "S-tag274925" 9 4866840 4866860 0.03171326 -0.02687901 -0.6684633 -0.1133227 -0.141251 0.1574489 -0.1344826 -0.153941 -0.06185985 -0.2236436 -0.1670014 -0.002400627 -0.06210815 -0.1059482 0.06899168 -0.0218706 0.08988319 0.1030191 -0.1981851 -0.743488 -0.0150199
"114001" "S-tag038184" 9 5557708 5557728 -0.1441402 -0.2108099 -1.076495 -0.5380163 -0.07612766 -0.2254222 -0.1918957 -0.2158017 -0.5568552 -0.3015665 -0.5226427 -0.5821295 -0.5516878 -0.3296478 -0.2603498 -0.1845445 -0.5521122 -0.07150479 -0.2763187 -0.5007213 -0.3052322
"114101" "S-tag159555" 9 7032776 7032796 -0.2767846 0.1172848 -0.3625369 -0.4054691 -0.1442934 0.322472 -0.1318544 -0.502629 -0.01870341 -0.03358167 -0.02113556 -0.149202 -0.4053884 0.2014063 -0.05381393 -0.3789179 -0.3108001 -0.009090782 -0.2005693 -0.500132 0.163217
"114201" "S-tag102754" 9 8320156 8320176 -0.3209445 -0.309807 -1.092731 -0.3138352 -0.243925 -0.2427791 -0.4019478 -0.02414242 -0.2046752 -0.1350777 -0.2840165 -0.8168839 -0.4013628 -0.3781479 -0.4016408 -0.4503698 0.1606947 0.1255323 -0.09188361 -0.2061733 -0.1918105
"114301" "S-tag234935" 9 8445864 8445884 -0.1210525 0.1091933 -0.6786054 0.1968692 0.2243834 0.1101401 0.07036804 -0.01247025 0.1241686 0.1911598 -0.07999618 0.2098741 0.07053722 0.1372508 0.03651455 0.06496245 0.3261892 -0.1780379 -0.2119931 -0.1733143 0.003701666
"114401" "S-tag259698" 9 8593035 8593055 -0.09226004 -0.0401999 -0.4913739 -0.1398404 0.2978272 -0.07262187 -0.08299544 -0.3331366 0.3398414 -0.02471525 -0.400195 -0.2207156 -0.4142981 -0.0815036 0.3899989 0.3254484 -0.4194984 -0.4157534 -0.2995975 -0.2445296 0.3946765
"114501" "S-tag191994" 9 9538589 9538609 -0.6040655 -0.2005157 -1.053758 -0.3995583 -0.2320081 -0.3993878 -0.6994731 -0.3631843 -0.6509423 -0.5055005 -0.1604904 -0.4346547 -0.2750626 -0.7519627 -0.08057453 -0.2786244 -0.006325904 -0.1961887 -0.5445429 -0.4257706 -0.3083303
"114601" "S-tag148880" 9 11044430 11044450 -0.2448517 0.2763957 0.05571669 0.1860184 0.3182597 0.2714821 0.04772074 0.07997331 -0.02677878 -0.01521268 0.1535732 0.4520102 0.3533261 0.3762223 0.4155583 0.1082039 0.5316108 0.04138197 0.2039342 0.218829 -0.08384295
"114701" "S-tag084610" 9 12522752 12522772 -0.2201614 0.2337239 -0.7469383 0.3824907 0.2238425 0.1152512 0.2062541 0.149533 0.04144531 0.3463937 -0.2832026 0.3586747 0.2656517 0.3689165 0.2929915 0.1396923 0.4838411 0.4818507 0.4396653 0.2376594 0.3190792
"114801" "S-tag083728" 9 14008509 14008529 0.1104175 0.1779621 -0.2535838 0.3657708 -0.4097666 0.2723297 0.2118712 0.3454229 0.3082482 0.3568255 0.2976558 0.1433636 0.6492234 0.2171946 0.3025995 0.2868856 0.7293164 0.3976482 -0.007123768 0.2441843 0.2624097
"114901" "S-tag210662" 9 15002522 15002542 -0.03352818 -0.3182911 -0.6616714 -0.05790478 -0.2527252 -0.2488119 -0.2137745 -0.2626626 -0.2172549 -0.3296591 -0.5627359 -0.05445169 -0.06649162 -0.1988466 -0.1881767 -0.02554364 0.4165371 -0.1624245 -0.4534388 0.1286548 -0.2651426
"115001" "S-tag131330" 9 16331167 16331187 -0.2311528 0.1168875 -0.6502892 0.145224 0.3431979 0.4790115 0.2682149 -0.03581507 0.2465871 0.3766253 0.397809 -0.03975622 0.8358898 0.1793447 0.3536861 -0.160807 0.2716817 0.3528361 0.2868441 0.4352247 0.1243343
"115101" "S-tag323337" 9 17772909 17772929 0.2719343 -0.04765085 -0.2718086 0.3929891 0.1441191 0.05596103 0.153571 0.3725901 0.1388437 0.1255698 0.2656718 -0.08976206 -0.1371122 0.4475202 0.2111792 -0.02739408 0.4975274 0.2111316 0.2890764 0.3330838 0.1566046
"115201" "S-tag235222" 9 19048957 19048977 -0.4259369 0.4513718 -0.9934083 0.5327511 0.200031 -0.3489041 0.3324538 0.4050647 -0.4068353 -0.2397014 0.1041337 0.4377522 0.466338 0.16016 0.1291932 0.2125859 0.04170642 -0.1972948 0.4204096 0.3927156 -0.3127566
"115301" "S-tag107056" 9 20300670 20300690 0.299819 0.3899833 -0.6438601 0.1892028 0.03782786 -0.07672332 0.3053522 0.2716047 -0.1180263 0.3108762 0.06754256 -0.1917821 0.005517612 0.1169212 -0.2329397 0.3302431 0.6500214 -0.1835215 0.1241245 0.4873475 -0.0739173
"115401" "S-tag028110" 9 21179174 21179194 0.2714404 0.3791195 -0.968501 -0.1628338 0.1265338 -0.06265934 0.2301143 0.01503763 0.2628888 0.02318851 -0.1386741 0.007540961 0.3971164 0.09591459 0.2239991 -0.4019856 0.4222452 0.5278833 0.3136633 0.1138761 0.191663
"115501" "S-tag297703" 9 21960872 21960892 0.3349575 0.2582472 -0.1467198 0.3716819 0.3463782 0.4332699 0.2023319 0.3341434 0.1762666 0.4099555 0.426342 0.177582 0.5262914 0.1303892 0.5756269 0.2892017 0.2307794 0.3320762 0.3021191 0.1164898 0.3679331
"115601" "S-tag051899" 9 22050776 22050796 -0.2797556 -0.08756895 -0.9453552 -0.3739235 -0.7673935 -0.683013 -0.3509212 -0.3317274 -0.3918233 -0.4293478 -0.5077007 -0.1287735 -0.5160512 -0.3774409 -0.1603918 -0.02966351 -0.2642955 -0.5098144 -0.4077867 -0.4034085 -0.1598242
"115701" "S-tag170356" 9 23478788 23478808 0.1809317 0.0754216 -0.2427045 0.2658821 0.1937244 0.3492526 0.1579901 0.2012568 0.216281 0.2339532 0.1479928 0.1902654 0.3713266 0.1837232 0.301512 0.2597584 0.5250319 -0.04544589 0.2357357 -0.04389904 0.129601
"115801" "S-tag255400" 9 24977201 24977221 0.03677082 -0.2056542 -0.210097 -0.6388963 -0.07296379 -0.3126481 -0.2449003 0.1613424 -0.426071 -0.4227369 -0.9019719 -0.4588012 0.06403354 -0.5996857 -0.0987542 0.2351596 -0.3569235 -0.4967052 -0.3484189 -0.7543483 -0.2960999
"115901" "S-tag004877" 9 26479388 26479408 -0.05059423 0.1950009 -0.8783437 -0.3601187 0.04754577 -0.1825513 -0.08975288 -0.1937743 0.01637792 -0.06949792 -0.008119333 -0.1580832 -0.05081332 -0.2824357 0.2375882 0.1862469 -0.5016399 0.1469162 -0.06801674 -0.2652859 0.1753114
"116001" "S-tag108967" 9 27274108 27274128 0.0805812 0.04052214 -0.5853067 0.1704293 -0.278318 0.02461033 -0.1089558 0.02156323 -0.2672176 -0.0911416 -0.08898029 -0.166915 -0.3280909 0.01611907 0.005396026 -0.1404389 -0.2925226 -0.3071015 -0.2073601 0.0868388 -0.1465681
"116101" "S-tag286193" 9 28784343 28784363 0.1409627 0.09035076 -0.2917808 0.08775578 0.1087818 -0.02272705 0.2032086 0.1409317 0.2365089 0.1469297 0.02053933 0.3575079 0.2198999 0.4381056 0.3711099 0.3184357 -0.1012259 -0.03022669 0.04860373 0.004962729 0.04149608
"116201" "S-tag272239" 9 30278749 30278769 -0.189508 -0.2794335 -1.140707 -0.4139199 -0.2913218 -0.05379519 -0.1829775 -0.2209652 -0.1679296 -0.1932913 -0.6899388 -0.2668434 -0.1318972 -0.379016 -0.4696901 -0.2695094 -0.7471281 -0.1557121 -0.3091456 0.009543874 -0.2697762
"116301" "S-tag203038" 9 31783213 31783233 -0.1704292 0.01000586 -0.4378087 -0.2318334 0.1442054 0.105308 -0.02775435 0.1362645 0.06906814 0.1005858 -0.1072678 0.2847279 0.1542616 0.2671361 0.4774593 0.09125736 -0.08065096 0.06290999 -0.1183516 -0.2332443 0.09227321
"116401" "S-tag086549" 9 33244787 33244807 0.3100261 0.2134066 -0.6777108 -0.08175839 0.08961371 0.05518663 -0.08909057 0.02548957 -0.06636431 0.2398058 0.2090778 0.04667033 0.5909104 0.006486906 0.1678537 0.2410038 0.3594697 0.07219873 0.03724862 -0.05692463 0.1041887
"116501" "S-tag163516" 9 34799294 34799314 0.6532274 0.5176863 0.07104081 0.5946254 0.506101 0.6015992 0.3981293 0.5294272 0.5010509 0.07466092 0.3290577 0.7174734 -0.2112825 -0.2903554 0.5014434 0.2174276 0.7010199 0.5638377 0.1451389 0.7388002 0.1875342
"116601" "S-tag007656" 9 36132335 36132355 0.2133076 -0.2088846 -0.4877537 0.1517907 -0.08802225 0.3195588 -0.03286278 0.2104936 0.01375754 0.2106447 0.1945901 0.4306987 0.2317585 0.2283797 0.2631858 0.3890119 0.6542838 0.1298474 0.4130979 0.1851559 0.08727073
"116701" "S-tag324217" 9 37232221 37232241 0.2114459 0.2277247 -0.7314259 0.1801679 -0.1620253 -0.02589639 0.1197019 0.03689025 -0.02818649 0.003161918 0.5010232 -0.1156432 -0.237548 -0.02064919 -0.1603814 0.1991496 0.513465 0.06631327 0.4580305 0.1241916 0.02887561
"116801" "S-tag140135" 9 38734384 38734404 0.2736417 0.3798032 -0.5492951 0.0631856 0.2722032 0.322679 -0.2124775 0.04848381 0.08027272 0.2019811 0.0001152274 0.2570337 0.8460304 0.1548173 0.3497864 0.2886911 0.2504078 0.3774592 0.02159253 -0.541881 0.2511375
"116901" "S-tag107603" 9 72159059 72159079 -0.2385635 0.2051145 -0.382744 0.4837608 0.03611243 0.06509688 0.1691553 -0.04117038 0.007705897 0.0922626 0.1804924 -0.2111318 0.2049676 0.1233856 0.2031384 0.2032034 0.225797 0.1913856 0.2014982 0.2508212 0.01380746
"117001" "S-tag172475" 9 73689505 73689525 0.5607445 -0.09750023 -1.476464 0.9740341 0.03832548 0.3359239 0.3268397 0.570614 0.1155878 0.4592979 0.2116468 0.3241158 0.3671079 0.01070355 0.2893312 0.5842848 1.416352 0.5126524 0.2503468 0.7937294 0.1584242
"117101" "S-tag142702" 9 75162425 75162445 -0.009354167 0.5698131 -0.159158 0.1845556 0.7166984 0.7161837 0.341276 0.2060454 0.1029281 0.6307856 0.7154528 0.5258746 0.5553949 0.6633043 0.7813452 0.4624217 -0.1024601 0.7472674 0.4496098 -0.08515476 0.8124496
"117201" "S-tag103377" 9 76614550 76614570 -0.9125593 0.2698173 -0.5496641 0.1524855 -0.1114648 -0.2024419 -0.2917619 -0.7317067 -0.03512966 -0.6375858 -0.08486079 -0.05535218 0.1294989 0.08138657 -0.1879892 -0.6725951 -0.2595903 0.02026773 -0.3151953 -0.082412 -0.1968448
"117301" "S-tag290168" 9 78108367 78108387 -0.04616955 0.06380821 -0.7067796 -0.004575894 -0.1276525 -0.02040546 0.2181327 0.08517859 -0.05569574 -0.2785816 -0.04144843 0.1341688 0.002580727 -0.00545268 0.06667872 0.1245812 0.03373453 0.02795077 0.09222235 -0.6135818 -0.1080379
"117401" "S-tag152707" 9 79548154 79548174 0.001142054 0.2778925 -0.7442293 0.08296318 -0.09207378 0.02944541 0.1652693 -0.03773067 -0.09349931 0.1735373 0.05140014 0.0900676 0.202192 -0.2293952 0.0990117 -0.06473539 0.2904926 -0.09183047 -0.05501066 0.02141399 -0.1040528
"117501" "S-tag296155" 9 80579382 80579402 -0.2151144 -0.03896877 -0.5614028 -0.183943 -0.2284179 0.1078591 -0.1427269 -0.1816647 -0.2471938 0.110789 0.06165426 -0.05614663 0.03385096 -0.1351158 -0.1746305 -0.1691475 -0.1859585 0.1464509 -0.334384 -0.2199532 0.04591073
"117601" "S-tag263567" 9 81924713 81924733 0.1788481 0.3702406 -0.3185002 0.2077477 0.1584993 0.435739 0.2344092 -0.117871 0.01340106 0.1150978 0.03574965 0.4097739 0.3677784 0.04210139 0.06870894 0.1567009 -0.04204451 -0.08278262 -0.1795468 -0.2180617 -0.04837417
"117701" "S-tag221843" 9 83429615 83429635 -0.3880794 0.1432014 -0.7897258 0.35091 -0.2310029 0.3347153 -0.2963702 0.3198603 0.4410213 0.1631057 0.6057671 -0.147169 0.6846455 0.05875786 0.1427659 -0.1027432 -0.3129663 1.031946 0.131216 0.2378837 0.05708881
"117801" "S-tag260071" 9 84919492 84919512 -0.13564 -0.106846 -0.5240965 0.05923603 -0.06671966 0.01424974 0.1499358 0.2023964 -0.1780261 -0.2009015 -0.1089724 0.3363822 0.2439983 -0.01784057 0.09086474 0.5039738 0.1593717 -0.2147911 0.205331 -0.09648823 0.07245297
"117901" "S-tag254249" 9 86461989 86462009 0.5156063 -0.0883482 -0.1547833 0.5849807 0.106892 0.4509673 0.5356072 0.4177999 0.3564031 0.5371501 0.2545354 0.06346258 0.3200916 0.3666595 -0.5836824 0.4731364 0.7376019 0.2453427 0.3436661 0.5055002 -0.04627141
"118001" "S-tag061806" 9 87388848 87388868 0.08684625 0.08368973 -1.040958 -0.308706 -0.1293635 0.08932075 0.01273175 -0.2910129 -0.1931363 -0.01523815 -0.2158624 -0.1105571 -0.04362546 -0.07679205 0.1021544 -0.05751058 -0.5459334 -0.2281583 -0.347585 -0.2593203 -0.1092936
"118101" "S-tag100070" 9 87639472 87639492 -0.3057451 0.2245686 -0.8218071 -0.2429496 0.2111303 -0.2737744 -0.02774847 -0.3352236 0.02589676 0.01423693 -0.1664797 0.2281591 -0.005603506 0.1022267 0.3519151 0.3594881 -0.1998505 -0.07604907 0.08366492 -0.07562716 0.1803741
"118201" "S-tag132267" 9 89102306 89102326 -0.04611922 -0.1084149 -0.9674224 -0.2902882 -0.3625098 -0.3515167 -0.06250331 -0.08143717 -0.2433809 -0.2019721 -0.5254022 -0.1409622 -0.4730656 -0.06754653 0.04394389 -0.03919991 -0.3010998 -0.2916206 -0.1011132 -0.1285421 -0.2159929
"118301" "S-tag199331" 9 90611645 90611665 0.03868401 0.2334983 -0.4075182 0.6993811 0.2104878 0.2711937 0.3811285 0.01853016 0.09766762 0.1606391 0.3854541 0.2800734 0.2396002 0.1478894 -0.2441952 0.03506434 -0.3008814 0.1013051 -0.0819334 0.3741396 0.0567794
"118401" "S-tag087079" 9 92067803 92067823 -0.09575687 0.2527823 -0.2434658 0.462267 0.299117 0.4173214 -0.04176527 0.1505635 0.525606 0.2069749 0.2106017 0.2373536 0.4878894 0.4914117 0.4755739 0.1577802 0.4778943 0.5228878 0.0002403243 -0.06978761 0.3580036
"118501" "S-tag292041" 9 93654090 93654110 -0.2059715 -0.1717666 -0.8475112 -0.3418396 -0.2784132 -0.07955255 -0.02292464 -0.0392769 0.009431631 -0.1268539 -0.2607759 -0.02276149 0.05475695 -0.01570118 0.1211094 -0.05341434 -0.3233409 0.1670039 0.02928536 -0.1606602 -0.01259335
"118601" "S-tag300532" 9 94683050 94683070 0.2009752 0.07296889 -0.4462872 0.2110462 0.09518591 0.1885718 0.140177 0.1719991 0.3085455 0.268753 0.5965218 -0.03504274 -0.1245352 -0.08080769 -0.05998479 -0.1815667 -0.06185227 0.2589926 0.2279108 0.0925581 0.1220532
"118701" "S-tag037587" 9 95940368 95940388 -0.2086408 0.04171976 -0.610473 -0.0068631 0.1900637 0.1031932 0.1042005 0.1089619 0.2182531 0.05925906 0.265462 0.148577 0.4072083 0.0923989 0.02070782 0.03203572 0.06104801 0.2221572 0.07750211 0.180285 -0.09183265
"118801" "S-tag170162" 9 97477793 97477813 0.02495622 0.1105229 -0.5948751 0.1969769 0.03058972 0.07885832 -0.1568002 0.01384152 -0.3465388 0.1780337 -0.005071551 -0.3685417 -0.3465577 0.006123157 -0.2700883 -0.01121048 0.03831673 0.199306 -0.2289424 0.1986574 0.1984519
"118901" "S-tag238265" 9 98318052 98318072 0.5216881 -0.4023591 -0.6670272 0.1763206 0.2114367 0.1515023 0.1456272 0.1825064 -0.6096168 0.0704269 0.01926942 0.2416908 -0.9340464 -0.6676168 0.184186 0.3496733 -0.05603136 0.02996115 0.2750016 -0.1217503 -0.2896156
"119001" "S-tag260756" 9 99798293 99798313 0.3501326 0.4338413 -0.1852462 0.5632403 0.2201614 0.4931982 0.2433203 0.256692 0.1992181 0.1653758 0.2700476 0.4179503 0.2708855 0.3249858 0.1170788 0.3174232 0.5941387 -0.03436338 0.3370012 0.5153105 0.10257
"119101" "S-tag303991" 9 101094999 101095019 0.7299196 0.7472808 -0.2117263 0.7114284 0.4869856 0.6745522 0.6740775 0.8171654 0.7228739 0.8057945 0.6744907 0.5210028 0.7537811 0.3875141 0.4001934 0.8271452 0.9224602 0.7304612 0.4288079 0.7642645 0.6796737
"119201" "S-tag225153" 9 102569599 102569619 0.01264193 -0.005208697 -0.5930688 0.09412729 0.04636137 0.1002757 -0.09707012 0.05881937 -0.1126388 -0.01735046 -0.07995477 -0.1404707 -0.3037518 -0.2119127 -0.1452962 0.1114911 -0.1824437 -0.06597058 -0.07832725 -0.06622638 -0.1382697
"119301" "S-tag285853" 9 103921194 103921214 -0.3374783 0.1522225 -0.5778084 0.000825426 -0.1065898 0.1379759 0.151855 0.06737806 0.1066753 0.2745998 0.1671695 0.2416557 0.2912036 0.1354169 0.2417898 0.4738595 0.2772857 0.2688251 0.2375264 0.406667 0.1689038
"119401" "S-tag202665" 9 105434986 105435006 0.2659713 0.2819693 -0.473576 0.6494145 0.2697777 0.2649508 0.2299122 0.4858523 0.3771663 0.4859362 0.4729687 0.4118745 0.7493583 0.3938585 0.2944967 0.4411345 1.097736 -0.01324201 0.3411664 0.3248879 0.3773636
"119501" "S-tag067477" 9 106941903 106941923 0.09138524 -0.06899481 -0.9864256 0.4124115 0.1361706 -0.2260448 -0.3262289 0.1706663 0.0166556 -0.1408495 0.3094998 0.1226916 -0.06627479 -0.2045805 -0.3120689 0.2616178 -0.3557108 0.7132105 0.2754917 0.5237359 0.2900413
"119601" "S-tag241037" 9 108398678 108398698 -0.5508706 -0.2038661 -0.9843377 -0.3473291 -0.1027038 0.4973246 -0.2620279 0.2202969 -0.551241 -0.4099149 -0.3007833 -0.4506307 -0.6379486 -0.2399647 -0.04025141 0.600311 0.05529679 -0.6002197 -0.7170926 -0.6620903 -0.3372183
"119701" "S-tag122714" 9 109778256 109778276 -0.1704602 0.4470877 0.1185784 0.1065561 0.4710879 0.06466447 -0.08222052 -0.5534986 0.4636091 0.06078327 0.652901 -0.3003992 0.3880711 -0.4885765 -0.3595006 0.2964491 0.3755902 -0.2277577 -0.3080594 -0.06695025 -0.2726603
"119801" "S-tag018821" 9 111303520 111303540 1.148098 0.3121459 -0.008254003 1.173807 0.5668142 0.4943309 0.5366424 0.5424009 0.5323846 0.5118147 -0.1496461 0.7146222 0.8195984 0.7473984 0.6388525 1.180773 1.454149 0.3757371 0.6910384 0.3850296 0.3106671
"119901" "S-tag207349" 9 112775738 112775758 -0.4618299 -0.0527516 -0.169241 0.0895481 -0.07243782 0.1378319 -0.1113979 -0.3814291 -0.1048751 0.02778669 -0.09542298 -0.3254182 -0.3512238 -0.1302544 -0.2446203 -0.5056247 -0.4231679 0.2070832 0.08620092 0.4403965 0.4177496
"120001" "S-tag226236" 9 114216674 114216694 0.2728892 -0.0693323 -0.8732566 0.1363217 -0.08455318 -0.1343427 -0.3345733 0.462447 0.4046647 0.1747382 0.6263594 -0.1910673 0.4563576 -0.1211552 -0.1688766 -0.03595344 -0.001737849 -0.1449936 0.507855 0.3022092 -0.008089867
"120101" "S-tag143436" 9 115709698 115709718 -0.1217582 0.1667198 -0.8397384 -0.3522195 -0.01485418 -0.03504882 -0.1568069 -0.1629988 -0.2401434 -0.03977149 0.06692065 0.09299277 0.2309965 0.01952714 0.09773743 0.03693805 -0.00563417 -0.2064722 -0.3629794 -0.3528132 -0.1837535
"120201" "S-tag121903" 9 117246424 117246444 0.4583727 0.3576109 -0.586111 -0.2854303 0.02250669 0.1938326 -0.1466854 -0.07346227 -0.3568139 -0.02854341 -0.2245471 -0.2715263 -0.07482563 -0.4631685 0.1452094 -0.3628578 0.05678569 -0.03916692 -0.3980998 0.06988084 -0.3455186
"120301" "S-tag183559" 9 118659298 118659318 -0.1004363 -0.08778568 -0.7455189 0.2177839 -0.04970546 0.02314208 0.1202098 0.2376449 0.3375119 0.4253862 0.2620097 -0.09994088 -0.1425431 0.08050904 -0.07564716 0.11495 0.5279356 0.07491294 0.01566869 0.4228114 -0.09307904
"120401" "S-tag113257" 9 120169552 120169572 0.1056813 0.004400076 -0.1790919 0.1752813 0.103494 0.4580761 0.3760623 0.1698075 0.037003 0.229099 -0.05218827 0.3138407 0.8614144 0.398624 0.6185474 0.8881661 0.3023864 0.1418257 0.1954819 0.2857983 0.1800282
"120501" "S-tag037767" 9 121479733 121479753 0.07837987 0.3735097 -0.2638926 0.8345998 0.4521457 0.5726191 0.6225662 0.7534744 0.733702 0.8057817 0.466711 0.1927414 0.6922379 0.7781113 0.3634565 0.202085 0.2908611 0.5228887 0.4150157 0.4810046 0.3799933
"120601" "S-tag114837" 9 122552939 122552959 -0.08165374 -0.1908156 -0.8730863 -0.3356236 -0.581769 -0.157864 -0.07924264 -0.02966671 -0.0967861 -0.2977165 -0.1800203 -0.1590039 -0.04642783 -0.1035511 -0.1466148 -0.01726524 -0.1832067 -0.1552626 -0.1915758 0.03769964 -0.02168028
"120701" "S-tag209845" 9 123921467 123921487 0.09334701 0.04334352 -0.3953945 0.3106391 0.1023988 0.5844991 0.0289045 0.2619665 0.1415769 0.2660224 0.2782048 0.06422663 0.08818274 0.1029332 0.03502885 -0.2351061 0.2669981 0.273036 0.6143557 0.2917891 0.1278364
"120801" "S-tag066233" 9 125378521 125378541 -0.4426515 0.2074438 -0.797172 -0.1277066 -0.1380458 -0.04809106 -0.007540089 -0.3138506 -0.2486095 -0.07935534 -0.1998252 -0.07107018 -0.007302965 -0.05122431 -0.3298717 -0.1946734 -0.2208668 -0.4069127 -0.0389645 -0.1919643 -0.1995282
"120901" "S-tag087218" 9 126881448 126881468 0.2583694 0.1822335 -0.05694178 0.6339402 0.1819256 0.4712528 0.4684969 0.146853 0.2417508 0.353672 0.1476063 0.1068395 0.2518081 0.2127109 -0.5703396 0.2182346 -0.4124686 0.2170081 0.463885 0.3782682 -0.522185
"121001" "S-tag288713" 9 128229389 128229409 0.2420667 0.2075701 -0.5352771 0.3884324 0.1640738 0.2111768 0.1170079 0.2974966 0.1896454 0.2587205 0.2227236 -0.05243596 0.1863918 0.2212612 -0.02608135 0.09831931 0.3502505 0.2890742 0.2323513 0.06799715 0.09385452
"121101" "S-tag117981" 9 128474451 128474471 0.04210085 -0.02646093 -0.1654259 -0.08246377 0.0857288 0.04775085 0.1075777 -0.08531301 0.09596647 -0.100633 -0.05416924 -0.08258703 -0.06506506 -0.2458785 0.1946104 0.09314861 -0.1624355 -0.03445792 -0.02089324 -0.1458863 0.08465437
